"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.282501583E1,-1.531315613E-1,7.514373779E-2,9.836195526E0,9.837674435E0
1.283496483E1,-1.601669312E-1,7.484436035E-2,9.841584320E0,9.843172103E0
1.284491383E1,-1.481918335E-1,6.676116943E-2,9.832602997E0,9.833946287E0
1.285486383E1,-1.504371643E-1,6.601272583E-2,9.841883698E0,9.843254733E0
1.286481283E1,-1.594184875E-1,6.810836792E-2,9.843081207E0,9.844607694E0
1.287476183E1,-1.667532349E-1,7.454498291E-2,9.839788055E0,9.841483251E0
1.288471083E1,-1.592687988E-1,7.289840698E-2,9.842482452E0,9.844040916E0
1.289465983E1,-1.574725342E-1,7.559280396E-2,9.843979340E0,9.845528991E0
1.290460983E1,-1.526824951E-1,7.858657837E-2,9.840087433E0,9.841585669E0
1.291455883E1,-1.582209778E-1,7.604187012E-2,9.843979340E0,9.845544448E0
1.292450783E1,-1.586700439E-1,7.229965210E-2,9.837243347E0,9.838788548E0
1.293445683E1,-1.528321838E-1,7.574249268E-2,9.839488678E0,9.840967028E0
1.294440683E1,-1.606159973E-1,7.499404907E-2,9.840536499E0,9.842132909E0
1.295435583E1,-1.550775146E-1,6.855743408E-2,9.836494904E0,9.837956147E0
1.296430483E1,-1.594184875E-1,6.990463257E-2,9.849517822E0,9.851055895E0
1.297425383E1,-1.535806274E-1,6.750961304E-2,9.849068756E0,9.850497445E0
1.298420283E1,-1.594184875E-1,7.319778442E-2,9.840087433E0,9.841650921E0
1.299415283E1,-1.600172424E-1,7.843688965E-2,9.830207977E0,9.831823165E0
1.300410183E1,-1.526824951E-1,7.349716187E-2,9.835447083E0,9.836906683E0
1.301405083E1,-1.683998108E-1,7.259902954E-2,9.836644592E0,9.838353823E0
1.302399983E1,-1.526824951E-1,7.619155884E-2,9.844877472E0,9.846356155E0
1.303394983E1,-1.598675537E-1,7.649093628E-2,9.835896149E0,9.837492645E0
1.304389883E1,-1.585203552E-1,7.574249268E-2,9.843679962E0,9.845247626E0
1.305384783E1,-1.541793823E-1,7.289840698E-2,9.842632141E0,9.844109555E0
1.306379683E1,-1.508862305E-1,8.113128662E-2,9.843081207E0,9.844571935E0
1.307374583E1,-1.582209778E-1,7.065307617E-2,9.839638367E0,9.841164002E0
1.308369583E1,-1.604663086E-1,7.634124756E-2,9.839788055E0,9.841392503E0
1.309364483E1,-1.540296936E-1,8.247848511E-2,9.843979340E0,9.845529802E0
1.310359383E1,-1.574725342E-1,6.735992432E-2,9.844278717E0,9.845768554E0
1.311354283E1,-1.511856079E-1,7.604187012E-2,9.844578094E0,9.846032567E0
1.312349283E1,-1.516346741E-1,7.334747314E-2,9.846524048E0,9.847964701E0
1.313344183E1,-1.487905884E-1,6.900650024E-2,9.833800507E0,9.835168170E0
1.314339083E1,-1.567240906E-1,7.574249268E-2,9.839788055E0,9.841327570E0
1.315333983E1,-1.600172424E-1,7.334747314E-2,9.836943970E0,9.838518793E0
1.316328883E1,-1.508862305E-1,7.020401001E-2,9.836794281E0,9.838201918E0
1.317323883E1,-1.532812500E-1,7.140151978E-2,9.842632141E0,9.844084558E0
1.318318783E1,-1.543290710E-1,7.050338745E-2,9.841883698E0,9.843346123E0
1.319313683E1,-1.558259583E-1,7.125183105E-2,9.833650818E0,9.835143464E0
1.320308583E1,-1.532812500E-1,7.858657837E-2,9.837093658E0,9.838601661E0
1.321303583E1,-1.562750244E-1,7.364685059E-2,9.844877472E0,9.846393156E0
1.322298483E1,-1.583706665E-1,8.008346558E-2,9.831405487E0,9.833007092E0
1.323293383E1,-1.604663086E-1,8.008346558E-2,9.840835876E0,9.842469890E0
1.324288283E1,-1.462458801E-1,7.499404907E-2,9.837842102E0,9.839214867E0
1.325283150E1,-1.514849854E-1,7.095245361E-2,9.836045837E0,9.837468153E0
1.326278150E1,-1.567240906E-1,7.259902954E-2,9.834249573E0,9.835766250E0
1.327273050E1,-1.642085266E-1,7.619155884E-2,9.835596771E0,9.837262497E0
1.328267950E1,-1.579216003E-1,7.334747314E-2,9.842332764E0,9.843872882E0
1.329262850E1,-1.508862305E-1,8.442443848E-2,9.839488678E0,9.841007651E0
1.330257850E1,-1.507365417E-1,8.891510010E-2,9.845176849E0,9.846732179E0
1.331252750E1,-1.540296936E-1,7.454498291E-2,9.842183075E0,9.843670544E0
1.332247650E1,-1.552272034E-1,7.095245361E-2,9.837692413E0,9.839172819E0
1.333242550E1,-1.571731567E-1,7.948471069E-2,9.841284943E0,9.842860892E0
1.334237450E1,-1.616638184E-1,8.247848511E-2,9.844428406E0,9.846101184E0
1.335232450E1,-1.597178650E-1,7.409591675E-2,9.843530273E0,9.845104786E0
1.336227350E1,-1.490899658E-1,7.020401001E-2,9.848470001E0,9.849848617E0
1.337222250E1,-1.534309387E-1,7.304809570E-2,9.839638367E0,9.841105642E0
1.338217150E1,-1.553768921E-1,6.825805664E-2,9.831106110E0,9.832570797E0
1.339212150E1,-1.501377869E-1,7.768844604E-2,9.844578094E0,9.846029388E0
1.340207050E1,-1.607656860E-1,7.873626709E-2,9.840686188E0,9.842314243E0
1.341201950E1,-1.544787598E-1,7.229965210E-2,9.840386810E0,9.841864839E0
1.342196850E1,-1.537303162E-1,7.783813477E-2,9.839937744E0,9.841446367E0
1.343191850E1,-1.558259583E-1,8.068222046E-2,9.841284943E0,9.842849215E0
1.344186750E1,-1.568737793E-1,7.364685059E-2,9.832004242E0,9.833531444E0
1.345181650E1,-1.573228455E-1,7.020401001E-2,9.833201752E0,9.834710762E0
1.346176550E1,-1.594184875E-1,7.319778442E-2,9.836494904E0,9.838058963E0
1.347171450E1,-1.537303162E-1,7.948471069E-2,9.837842102E0,9.839364210E0
1.348166450E1,-1.445993042E-1,7.319778442E-2,9.843829651E0,9.845163740E0
1.349161350E1,-1.508862305E-1,7.469467163E-2,9.842632141E0,9.844071994E0
1.350156250E1,-1.636097717E-1,6.810836792E-2,9.837842102E0,9.839438202E0
1.351151150E1,-1.526824951E-1,7.649093628E-2,9.843679962E0,9.845161147E0
1.352146050E1,-1.580712891E-1,7.948471069E-2,9.841883698E0,9.843473933E0
1.353141050E1,-1.532812500E-1,7.259902954E-2,9.833950195E0,9.835412661E0
1.354135950E1,-1.559756470E-1,7.050338745E-2,9.840985565E0,9.842474080E0
1.355130850E1,-1.597178650E-1,6.975494385E-2,9.842482452E0,9.844025415E0
1.356125750E1,-1.642085266E-1,7.634124756E-2,9.842781830E0,9.844447500E0
1.357120750E1,-1.547781372E-1,7.604187012E-2,9.840686188E0,9.842197076E0
1.358115650E1,-1.532812500E-1,7.679031372E-2,9.842931519E0,9.844424451E0
1.359110550E1,-1.531315613E-1,7.514373779E-2,9.829309845E0,9.830789789E0
1.360105450E1,-1.516346741E-1,7.155120850E-2,9.851014709E0,9.852441497E0
1.361100450E1,-1.544787598E-1,7.065307617E-2,9.844578094E0,9.846043541E0
1.362095350E1,-1.535806274E-1,7.664062500E-2,9.829459534E0,9.830958016E0
1.363090250E1,-1.657054138E-1,8.113128662E-2,9.841883698E0,9.843612918E0
1.364085150E1,-1.624122620E-1,7.828720093E-2,9.846074982E0,9.847725584E0
1.365080050E1,-1.543290710E-1,6.855743408E-2,9.842632141E0,9.844080711E0
1.366075050E1,-1.425036621E-1,7.694000244E-2,9.844278717E0,9.845610723E0
1.367069950E1,-1.502874756E-1,7.993377686E-2,9.835596771E0,9.837069664E0
1.368064850E1,-1.544787598E-1,7.753875732E-2,9.841883698E0,9.843401377E0
1.369059750E1,-1.535806274E-1,7.244934082E-2,9.831854553E0,9.833320897E0
1.370054750E1,-1.594184875E-1,6.017486572E-2,9.842033386E0,9.843508340E0
1.371049650E1,-1.639091492E-1,7.304809570E-2,9.846374359E0,9.848009456E0
1.372044550E1,-1.642085266E-1,6.780899048E-2,9.836195526E0,9.837799801E0
1.373039450E1,-1.628613281E-1,7.229965210E-2,9.828561401E0,9.830176513E0
1.374034350E1,-1.628613281E-1,7.259902954E-2,9.827214203E0,9.828831742E0
1.375029350E1,-1.525328064E-1,7.619155884E-2,9.844129028E0,9.845605504E0
1.376024250E1,-1.571731567E-1,7.783813477E-2,9.840237122E0,9.841800079E0
1.377019150E1,-1.564247131E-1,6.780899048E-2,9.838291168E0,9.839768283E0
1.378014050E1,-1.490899658E-1,7.364685059E-2,9.842482452E0,9.843887063E0
1.379009050E1,-1.607656860E-1,7.873626709E-2,9.839189301E0,9.840817603E0
1.380003950E1,-1.607656860E-1,7.349716187E-2,9.849218445E0,9.850804607E0
1.380998850E1,-1.576222229E-1,6.421646118E-2,9.842183075E0,9.843654616E0
1.381993750E1,-1.517843628E-1,7.813751221E-2,9.835746460E0,9.837227881E0
1.382988650E1,-1.529818726E-1,7.708969116E-2,9.846823425E0,9.848313452E0
1.383983650E1,-1.553768921E-1,7.903564453E-2,9.839338989E0,9.840883109E0
1.384978550E1,-1.504371643E-1,6.750961304E-2,9.847272491E0,9.848652924E0
1.385973450E1,-1.519340515E-1,7.185058594E-2,9.841284943E0,9.842719938E0
1.386968350E1,-1.541793823E-1,7.484436035E-2,9.847721558E0,9.849212803E0
1.387963350E1,-1.574725342E-1,7.664062500E-2,9.842183075E0,9.843741111E0
1.388958250E1,-1.610650635E-1,7.634124756E-2,9.840835876E0,9.842449933E0
1.389953150E1,-1.586700439E-1,7.798782349E-2,9.842931519E0,9.844519245E0
1.390948050E1,-1.520837402E-1,7.424560547E-2,9.845925293E0,9.847379689E0
1.391942950E1,-1.537303162E-1,7.723937988E-2,9.843380585E0,9.844883964E0
1.392937950E1,-1.597178650E-1,7.619155884E-2,9.841135254E0,9.842726149E0
1.393932850E1,-1.511856079E-1,7.858657837E-2,9.837393036E0,9.838868567E0
1.394927750E1,-1.592687988E-1,6.721023560E-2,9.835147705E0,9.836666821E0
1.395922650E1,-1.561253357E-1,7.783813477E-2,9.842033386E0,9.843579383E0
1.396917650E1,-1.556762695E-1,7.469467163E-2,9.847272491E0,9.848786215E0
1.397912550E1,-1.606159973E-1,7.439529419E-2,9.836943970E0,9.838536417E0
1.398907450E1,-1.526824951E-1,6.840774536E-2,9.833052063E0,9.834475301E0
1.399902350E1,-1.528321838E-1,7.304809570E-2,9.850116577E0,9.851572985E0
1.400897350E1,-1.490899658E-1,7.679031372E-2,9.860445099E0,9.861871127E0
1.401892250E1,-1.555265808E-1,7.664062500E-2,9.849667511E0,9.851193450E0
1.402887150E1,-1.628613281E-1,7.664062500E-2,9.834548950E0,9.836195944E0
1.403882050E1,-1.654060364E-1,7.783813477E-2,9.843230896E0,9.844928258E0
1.404876950E1,-1.588197327E-1,8.008346558E-2,9.841284943E0,9.842892176E0
1.405871950E1,-1.550775146E-1,7.619155884E-2,9.839937744E0,9.841454618E0
1.406866850E1,-1.580712891E-1,7.888595581E-2,9.842482452E0,9.844067775E0
1.407861750E1,-1.531315613E-1,7.888595581E-2,9.840536499E0,9.842044039E0
1.408856650E1,-1.564247131E-1,7.619155884E-2,9.839039612E0,9.840577947E0
1.409851650E1,-1.543290710E-1,7.289840698E-2,9.848170624E0,9.849649551E0
1.410846550E1,-1.517843628E-1,7.170089722E-2,9.841734009E0,9.843165538E0
1.411841450E1,-1.609153748E-1,7.244934082E-2,9.832453308E0,9.834036848E0
1.412836350E1,-1.582209778E-1,7.439529419E-2,9.840835876E0,9.842388901E0
1.413831250E1,-1.652563477E-1,7.170089722E-2,9.844578094E0,9.846226106E0
1.414826250E1,-1.625619507E-1,7.155120850E-2,9.836045837E0,9.837649296E0
1.415821150E1,-1.570234680E-1,7.948471069E-2,9.842332764E0,9.843906157E0
1.416816050E1,-1.555265808E-1,7.664062500E-2,9.839189301E0,9.840716864E0
1.417810950E1,-1.528321838E-1,7.334747314E-2,9.847122803E0,9.848581879E0
1.418805850E1,-1.547781372E-1,7.604187012E-2,9.842033386E0,9.843544068E0
1.419800850E1,-1.612147522E-1,7.574249268E-2,9.841434631E0,9.843046415E0
1.420795750E1,-1.571731567E-1,7.529342651E-2,9.836794281E0,9.838337981E0
1.421790650E1,-1.550775146E-1,7.828720093E-2,9.841284943E0,9.842818054E0
1.422785550E1,-1.568737793E-1,7.813751221E-2,9.841434631E0,9.842994994E0
1.423780550E1,-1.448986816E-1,7.005432129E-2,9.840087433E0,9.841403554E0
1.424775450E1,-1.538800049E-1,6.885681152E-2,9.836494904E0,9.837939434E0
1.425770438E1,-1.564247131E-1,7.080276489E-2,9.831255798E0,9.832755071E0
1.426765338E1,-1.651066589E-1,7.559280396E-2,9.839638367E0,9.841313818E0
1.427760338E1,-1.615141296E-1,6.960525513E-2,9.830207977E0,9.831781150E0
1.428755237E1,-1.600172424E-1,6.840774536E-2,9.838141479E0,9.839680529E0
1.429750138E1,-1.559756470E-1,7.020401001E-2,9.849966888E0,9.851451909E0
1.430745037E1,-1.598675537E-1,6.975494385E-2,9.847272491E0,9.848817132E0
1.431739938E1,-1.534309387E-1,7.529342651E-2,9.840686188E0,9.842170228E0
1.432734938E1,-1.519340515E-1,6.691085815E-2,9.840386810E0,9.841787114E0
1.433729838E1,-1.517843628E-1,6.975494385E-2,9.843829651E0,9.845246896E0
1.434724738E1,-1.537303162E-1,7.903564453E-2,9.837692413E0,9.839210927E0
1.435719638E1,-1.498384094E-1,7.679031372E-2,9.841284943E0,9.842725112E0
1.436714638E1,-1.555265808E-1,6.586303711E-2,9.838889923E0,9.840339495E0
1.437709537E1,-1.499880981E-1,7.334747314E-2,9.840835876E0,9.842252132E0
1.438704438E1,-1.675016785E-1,6.825805664E-2,9.839338989E0,9.841001358E0
1.439699337E1,-1.546284485E-1,7.110214233E-2,9.844727783E0,9.846198789E0
1.440694238E1,-1.435514832E-1,7.559280396E-2,9.836943970E0,9.838281759E0
1.441689237E1,-1.552272034E-1,6.795867920E-2,9.836943970E0,9.838403353E0
1.442684138E1,-1.534309387E-1,7.304809570E-2,9.835596771E0,9.837064650E0
1.443679037E1,-1.582209778E-1,8.068222046E-2,9.850415955E0,9.852016950E0
1.444673938E1,-1.628613281E-1,7.514373779E-2,9.836644592E0,9.838279688E0
1.445668938E1,-1.465452576E-1,7.050338745E-2,9.831106110E0,9.832451046E0
1.446663838E1,-1.589694214E-1,6.735992432E-2,9.842332764E0,9.843846955E0
1.447658738E1,-1.600172424E-1,6.930587769E-2,9.845027161E0,9.846571414E0
1.448653638E1,-1.534309387E-1,7.349716187E-2,9.836644592E0,9.838115659E0
1.449648538E1,-1.622625732E-1,7.544311523E-2,9.841584320E0,9.843210997E0
1.450643537E1,-1.610650635E-1,8.038284302E-2,9.847272491E0,9.848917650E0
1.451638438E1,-1.592687988E-1,7.753875732E-2,9.845775604E0,9.847368992E0
1.452633337E1,-1.576222229E-1,7.484436035E-2,9.831405487E0,9.832953793E0
1.453628238E1,-1.624122620E-1,7.738906860E-2,9.846973114E0,9.848616467E0
1.454623238E1,-1.553768921E-1,7.619155884E-2,9.839788055E0,9.841309674E0
1.455618138E1,-1.583706665E-1,7.125183105E-2,9.848020935E0,9.849551991E0
1.456613038E1,-1.577719116E-1,7.289840698E-2,9.840835876E0,9.842370492E0
1.457607938E1,-1.571731567E-1,7.828720093E-2,9.840985565E0,9.842551965E0
1.458602838E1,-1.598675537E-1,6.975494385E-2,9.846074982E0,9.847619810E0
1.459597837E1,-1.583706665E-1,7.050338745E-2,9.833351440E0,9.834879386E0
1.460592738E1,-1.610650635E-1,7.424560547E-2,9.850865021E0,9.852461419E0
1.461587637E1,-1.549278259E-1,7.334747314E-2,9.839488678E0,9.840981655E0
1.462582538E1,-1.495390320E-1,7.708969116E-2,9.839638367E0,9.841076564E0
1.463577537E1,-1.698966980E-1,7.364685059E-2,9.844877472E0,9.846618769E0
1.464572438E1,-1.585203552E-1,7.125183105E-2,9.842332764E0,9.843867114E0
1.465567337E1,-1.631607056E-1,7.319778442E-2,9.840386810E0,9.842011578E0
1.466562238E1,-1.631607056E-1,7.469467163E-2,9.843380585E0,9.845016102E0
1.467557238E1,-1.652563477E-1,7.544311523E-2,9.830058289E0,9.831736738E0
1.468552138E1,-1.552272034E-1,7.125183105E-2,9.834698639E0,9.836181659E0
1.469547038E1,-1.645079041E-1,7.768844604E-2,9.844129028E0,9.845810006E0
1.470541938E1,-1.673519897E-1,7.454498291E-2,9.840686188E0,9.842391391E0
1.471536838E1,-1.592687988E-1,7.694000244E-2,9.835447083E0,9.837037442E0
1.472531837E1,-1.561253357E-1,7.559280396E-2,9.834848328E0,9.836377942E0
1.473526738E1,-1.559756470E-1,6.975494385E-2,9.847571869E0,9.849054060E0
1.474521637E1,-1.586700439E-1,7.349716187E-2,9.849667511E0,9.851219625E0
1.475516538E1,-1.523831177E-1,7.409591675E-2,9.839189301E0,9.840648196E0
1.476511538E1,-1.547781372E-1,7.200027466E-2,9.846224670E0,9.847704330E0
1.477506438E1,-1.582209778E-1,7.529342651E-2,9.843679962E0,9.845239366E0
1.478501338E1,-1.559756470E-1,7.978408813E-2,9.847272491E0,9.848830866E0
1.479496238E1,-1.541793823E-1,7.694000244E-2,9.842482452E0,9.843990648E0
1.480491138E1,-1.508862305E-1,7.574249268E-2,9.837692413E0,9.839140999E0
1.481486137E1,-1.540296936E-1,7.319778442E-2,9.836345215E0,9.837823451E0
1.482481038E1,-1.601669312E-1,7.080276489E-2,9.842632141E0,9.844189857E0
1.483475937E1,-1.597178650E-1,6.601272583E-2,9.839488678E0,9.841006296E0
1.484470838E1,-1.791773987E-1,7.259902954E-2,9.830657043E0,9.832557809E0
1.485465837E1,-1.216969299E-1,8.427474976E-2,9.843230896E0,9.844343901E0
1.486460738E1,-1.772314453E-1,6.167175293E-2,9.833800507E0,9.835590821E0
1.487455637E1,-1.422042847E-1,9.041198730E-2,9.851014709E0,9.852455896E0
1.488450538E1,-1.561253357E-1,6.331832886E-2,9.846224670E0,9.847665946E0
1.489445437E1,-1.565744019E-1,8.592132568E-2,9.840087433E0,9.841708119E0
1.490440438E1,-1.564247131E-1,8.322692871E-2,9.839488678E0,9.841083927E0
1.491435338E1,-1.678010559E-1,7.229965210E-2,9.836195526E0,9.837892399E0
1.492430238E1,-1.571731567E-1,6.496490479E-2,9.834848328E0,9.836318695E0
1.493425138E1,-1.565744019E-1,6.256988525E-2,9.839039612E0,9.840484288E0
1.494420137E1,-1.604663086E-1,7.768844604E-2,9.833650818E0,9.835266816E0
1.495415038E1,-1.630110168E-1,7.244934082E-2,9.827812958E0,9.829431776E0
1.496409937E1,-1.447489929E-1,7.723937988E-2,9.840386810E0,9.841754456E0
1.497404838E1,-1.642085266E-1,6.735992432E-2,9.839788055E0,9.841388661E0
1.498399737E1,-1.522334290E-1,7.888595581E-2,9.829758911E0,9.831254155E0
1.499394738E1,-1.456471252E-1,8.068222046E-2,9.833351440E0,9.834760966E0
1.500389638E1,-1.523831177E-1,7.020401001E-2,9.838740234E0,9.840170660E0
1.501384538E1,-1.627116394E-1,8.711883545E-2,9.834998016E0,9.836729678E0
1.502379438E1,-1.716929626E-1,7.649093628E-2,9.852212219E0,9.854005021E0
1.503374437E1,-1.547781372E-1,7.065307617E-2,9.843230896E0,9.844701245E0
1.504369338E1,-1.552272034E-1,7.170089722E-2,9.840835876E0,9.842321233E0
1.505364237E1,-1.592687988E-1,7.214996338E-2,9.840686188E0,9.842239421E0
1.506359138E1,-1.565744019E-1,7.544311523E-2,9.840985565E0,9.842520211E0
1.507354137E1,-1.553768921E-1,7.753875732E-2,9.833650818E0,9.835183915E0
1.508349038E1,-1.526824951E-1,8.337661743E-2,9.843679962E0,9.845217052E0
1.509343937E1,-1.419049072E-1,7.694000244E-2,9.840087433E0,9.841411355E0
1.510338838E1,-1.528321838E-1,7.723937988E-2,9.845176849E0,9.846665973E0
1.511333737E1,-1.613644409E-1,8.068222046E-2,9.831555176E0,9.833210324E0
1.512328738E1,-1.603166199E-1,7.723937988E-2,9.836345215E0,9.837954794E0
1.513323638E1,-1.498384094E-1,7.229965210E-2,9.839937744E0,9.841344095E0
1.514318538E1,-1.571731567E-1,8.113128662E-2,9.851463776E0,9.853051518E0
1.515313438E1,-1.513352966E-1,7.214996338E-2,9.826615448E0,9.828045541E0
1.516308338E1,-1.640588379E-1,8.966354370E-2,9.814041595E0,9.815822293E0
1.517303338E1,-1.507365417E-1,7.768844604E-2,9.857451324E0,9.858909859E0
1.518298237E1,-1.567240906E-1,7.229965210E-2,9.837542725E0,9.839056689E0
1.519293138E1,-1.564247131E-1,6.286926270E-2,9.846973114E0,9.848416154E0
1.520288037E1,-1.737886047E-1,6.122268677E-2,9.846524048E0,9.848247891E0
1.521283038E1,-1.437011719E-1,6.556365967E-2,9.854158173E0,9.855423984E0
1.522277938E1,-1.697470093E-1,6.331832886E-2,9.854457550E0,9.856122811E0
1.523272838E1,-1.496887207E-1,8.981323242E-2,9.846673737E0,9.848220997E0
1.524267738E1,-1.492396545E-1,-9.280700684E-3,9.814041595E0,9.815180642E0
