"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.154367833E0,-1.589694214E-1,7.244934082E-2,9.835596771E0,9.837148166E0
3.164316833E0,-1.601669312E-1,7.439529419E-2,9.836494904E0,9.838080102E0
3.174265833E0,-1.535806274E-1,7.544311523E-2,9.839039612E0,9.840527382E0
3.184214833E0,-1.502874756E-1,6.571334839E-2,9.836345215E0,9.837712730E0
3.194163833E0,-1.520837402E-1,7.214996338E-2,9.842033386E0,9.843472774E0
3.204113833E0,-1.570234680E-1,7.738906860E-2,9.844727783E0,9.846284099E0
3.214062833E0,-1.613644409E-1,6.661148071E-2,9.838590546E0,9.840139201E0
3.224011833E0,-1.597178650E-1,7.604187012E-2,9.827363892E0,9.828955856E0
3.233960833E0,-1.633103943E-1,7.529342651E-2,9.830357666E0,9.832002402E0
3.243907458E0,-1.487905884E-1,6.122268677E-2,9.834848328E0,9.836164318E0
3.253856458E0,-1.495390320E-1,6.960525513E-2,9.836045837E0,9.837428756E0
3.263805458E0,-1.612147522E-1,7.843688965E-2,9.835746460E0,9.837380290E0
3.273754458E0,-1.627116394E-1,6.571334839E-2,9.844428406E0,9.845992279E0
3.283704458E0,-1.577719116E-1,7.379653931E-2,9.844727783E0,9.846268483E0
3.293653458E0,-1.568737793E-1,6.855743408E-2,9.839189301E0,9.840678615E0
3.303602458E0,-1.528321838E-1,7.559280396E-2,9.840835876E0,9.842312873E0
3.313551458E0,-1.483415222E-1,7.334747314E-2,9.842931519E0,9.844322523E0
3.323501458E0,-1.543290710E-1,7.244934082E-2,9.840686188E0,9.842162924E0
3.333450458E0,-1.570234680E-1,7.050338745E-2,9.832303619E0,9.833810124E0
3.343399458E0,-1.514849854E-1,7.798782349E-2,9.842931519E0,9.844406060E0
3.353348458E0,-1.555265808E-1,7.903564453E-2,9.845775604E0,9.847321077E0
3.363297458E0,-1.565744019E-1,7.394622803E-2,9.838141479E0,9.839665206E0
3.373247458E0,-1.472937012E-1,7.843688965E-2,9.836195526E0,9.837611001E0
3.383196458E0,-1.544787598E-1,7.229965210E-2,9.836794281E0,9.838272849E0
3.393145458E0,-1.513352966E-1,8.187973022E-2,9.832153931E0,9.833659419E0
3.403094458E0,-1.495390320E-1,7.993377686E-2,9.841734009E0,9.843194585E0
3.413044458E0,-1.634600830E-1,7.798782349E-2,9.839189301E0,9.840856029E0
3.422993458E0,-1.534309387E-1,7.619155884E-2,9.839488678E0,9.840979812E0
3.432942458E0,-1.568737793E-1,7.634124756E-2,9.840386810E0,9.841933242E0
3.442891458E0,-1.594184875E-1,6.945556641E-2,9.844578094E0,9.846113761E0
3.452841458E0,-1.514849854E-1,7.304809570E-2,9.835896149E0,9.837333824E0
3.462790458E0,-1.558259583E-1,7.694000244E-2,9.846673737E0,9.848207206E0
3.472739458E0,-1.516346741E-1,7.424560547E-2,9.840386810E0,9.841835096E0
3.482688458E0,-1.577719116E-1,7.394622803E-2,9.835147705E0,9.836691029E0
3.492638458E0,-1.609153748E-1,7.155120850E-2,9.851912842E0,9.853486691E0
3.502587458E0,-1.540296936E-1,7.858657837E-2,9.847871246E0,9.849389275E0
3.512536458E0,-1.537303162E-1,7.035369873E-2,9.834099884E0,9.835553019E0
3.522485458E0,-1.559756470E-1,7.020401001E-2,9.841584320E0,9.843070605E0
3.532435458E0,-1.519340515E-1,7.484436035E-2,9.838440857E0,9.839898583E0
3.542384458E0,-1.568737793E-1,7.469467163E-2,9.840237122E0,9.841770943E0
3.552333458E0,-1.555265808E-1,7.155120850E-2,9.850266266E0,9.851753834E0
3.562282458E0,-1.604663086E-1,6.765930176E-2,9.839039612E0,9.840580659E0
3.572231458E0,-1.562750244E-1,7.514373779E-2,9.842183075E0,9.843710487E0
3.582181458E0,-1.585203552E-1,6.870712280E-2,9.836943970E0,9.838461060E0
3.592130458E0,-1.531315613E-1,7.604187012E-2,9.844578094E0,9.846062639E0
3.602079458E0,-1.691482544E-1,7.723937988E-2,9.836943970E0,9.838701323E0
3.612028458E0,-1.492396545E-1,7.574249268E-2,9.839189301E0,9.840612557E0
3.621978458E0,-1.589694214E-1,7.185058594E-2,9.835297394E0,9.836844444E0
3.631927458E0,-1.546284485E-1,7.035369873E-2,9.845476227E0,9.846941745E0
3.641876458E0,-1.624122620E-1,7.708969116E-2,9.845625916E0,9.847267145E0
3.651825458E0,-1.535806274E-1,7.708969116E-2,9.836943970E0,9.838444821E0
3.661775458E0,-1.576222229E-1,7.289840698E-2,9.850415955E0,9.851946682E0
3.671724458E0,-1.634600830E-1,7.694000244E-2,9.839788055E0,9.841446435E0
3.681673458E0,-1.556762695E-1,6.825805664E-2,9.840985565E0,9.842453513E0
3.691622458E0,-1.526824951E-1,7.723937988E-2,9.832902374E0,9.834391032E0
3.701572458E0,-1.601669312E-1,7.529342651E-2,9.848769379E0,9.850359426E0
3.711521458E0,-1.591191101E-1,7.409591675E-2,9.847871246E0,9.849435374E0
3.721470458E0,-1.529818726E-1,6.915618896E-2,9.841284943E0,9.842716869E0
3.731419458E0,-1.474433899E-1,7.274871826E-2,9.840835876E0,9.842209238E0
3.741368458E0,-1.571731567E-1,7.125183105E-2,9.840686188E0,9.842199189E0
3.751318458E0,-1.552272034E-1,6.825805664E-2,9.833650818E0,9.835112763E0
3.761267458E0,-1.631607056E-1,7.843688965E-2,9.834998016E0,9.836664056E0
3.771216458E0,-1.558259583E-1,7.469467163E-2,9.848320312E0,9.849836242E0
3.781165458E0,-1.498384094E-1,7.499404907E-2,9.845925293E0,9.847350940E0
3.791115458E0,-1.469943237E-1,7.170089722E-2,9.831255798E0,9.832616077E0
3.801064458E0,-1.532812500E-1,7.155120850E-2,9.833650818E0,9.835105649E0
3.811013458E0,-1.478924561E-1,7.289840698E-2,9.841734009E0,9.843115089E0
3.820962458E0,-1.580712891E-1,7.244934082E-2,9.826765137E0,9.828303439E0
3.830912458E0,-1.552272034E-1,7.738906860E-2,9.848769379E0,9.850296586E0
3.840861458E0,-1.606159973E-1,7.723937988E-2,9.840686188E0,9.842299938E0
3.850810458E0,-1.609153748E-1,7.394622803E-2,9.842033386E0,9.843626516E0
3.860759458E0,-1.583706665E-1,7.394622803E-2,9.851463776E0,9.853014150E0
3.870709458E0,-1.565744019E-1,7.424560547E-2,9.843230896E0,9.844756088E0
3.880658458E0,-1.502874756E-1,7.529342651E-2,9.847571869E0,9.849006404E0
3.890607458E0,-1.501377869E-1,7.289840698E-2,9.842183075E0,9.843598083E0
3.900556458E0,-1.571731567E-1,7.933502197E-2,9.852511597E0,9.854084544E0
3.910506458E0,-1.625619507E-1,7.858657837E-2,9.845476227E0,9.847131784E0
3.920455458E0,-1.480421448E-1,6.795867920E-2,9.840237122E0,9.841585313E0
3.930404458E0,-1.511856079E-1,7.185058594E-2,9.844877472E0,9.846300424E0
3.940353458E0,-1.579216003E-1,7.903564453E-2,9.840686188E0,9.842270597E0
3.950303458E0,-1.642085266E-1,6.915618896E-2,9.849966888E0,9.851578286E0
3.960252458E0,-1.622625732E-1,7.873626709E-2,9.851763153E0,9.853413914E0
3.970201458E0,-1.559756470E-1,7.050338745E-2,9.843829651E0,9.845317736E0
3.980150458E0,-1.528321838E-1,7.514373779E-2,9.851314087E0,9.852786078E0
3.990099458E0,-1.592687988E-1,7.589218140E-2,9.843979340E0,9.845560188E0
4.000049458E0,-1.558259583E-1,6.840774536E-2,9.833501129E0,9.834973605E0
4.009998458E0,-1.523831177E-1,6.286926270E-2,9.835896149E0,9.837277378E0
4.019947458E0,-1.595681763E-1,7.484436035E-2,9.833351440E0,9.834930820E0
4.029896458E0,-1.487905884E-1,7.544311523E-2,9.846524048E0,9.847937151E0
4.039846458E0,-1.547781372E-1,7.544311523E-2,9.839488678E0,9.840995142E0
4.049795458E0,-1.574725342E-1,8.143066406E-2,9.839788055E0,9.841384940E0
4.059744458E0,-1.592687988E-1,7.589218140E-2,9.840686188E0,9.842267565E0
4.069693458E0,-1.586700439E-1,7.664062500E-2,9.837692413E0,9.839270399E0
4.079643458E0,-1.556762695E-1,7.978408813E-2,9.828411713E0,9.829968331E0
4.089592458E0,-1.486408997E-1,7.364685059E-2,9.827214203E0,9.828614194E0
4.099541458E0,-1.622625732E-1,7.364685059E-2,9.834998016E0,9.836612170E0
4.109490458E0,-1.546284485E-1,7.723937988E-2,9.833800507E0,9.835319430E0
4.119440458E0,-1.558259583E-1,8.053253174E-2,9.843829651E0,9.845392294E0
4.129389458E0,-1.556762695E-1,7.125183105E-2,9.843081207E0,9.844570055E0
4.139338458E0,-1.520837402E-1,7.679031372E-2,9.843679962E0,9.845154210E0
4.149287458E0,-1.534309387E-1,8.158035278E-2,9.840087433E0,9.841621670E0
4.159236458E0,-1.546284485E-1,8.173004150E-2,9.835746460E0,9.837301367E0
4.169186458E0,-1.517843628E-1,7.065307617E-2,9.842033386E0,9.843457295E0
4.179135458E0,-1.538800049E-1,7.439529419E-2,9.838740234E0,9.840224749E0
4.189084458E0,-1.576222229E-1,7.798782349E-2,9.841734009E0,9.843305094E0
4.199033458E0,-1.580712891E-1,7.798782349E-2,9.842781830E0,9.844359948E0
4.208983458E0,-1.448986816E-1,7.544311523E-2,9.843380585E0,9.844736087E0
4.218932458E0,-1.516346741E-1,6.765930176E-2,9.845476227E0,9.846876306E0
4.228881458E0,-1.531315613E-1,7.140151978E-2,9.839488678E0,9.840939228E0
4.238830458E0,-1.619631958E-1,8.068222046E-2,9.837393036E0,9.839057040E0
4.248779875E0,-1.600172424E-1,6.780899048E-2,9.845925293E0,9.847458985E0
4.258728875E0,-1.564247131E-1,6.361770630E-2,9.842482452E0,9.843930959E0
4.268677875E0,-1.598675537E-1,7.454498291E-2,9.855205994E0,9.856784454E0
4.278626875E0,-1.591191101E-1,7.664062500E-2,9.852062531E0,9.853645456E0
4.288576875E0,-1.579216003E-1,7.828720093E-2,9.839039612E0,9.840618304E0
4.298525875E0,-1.607656860E-1,7.559280396E-2,9.833052063E0,9.834656718E0
4.308474875E0,-1.573228455E-1,7.529342651E-2,9.846074982E0,9.847619617E0
4.318423875E0,-1.514849854E-1,7.334747314E-2,9.839338989E0,9.840778389E0
4.328373875E0,-1.522334290E-1,7.334747314E-2,9.837243347E0,9.838694605E0
4.338322875E0,-1.561253357E-1,7.394622803E-2,9.844278717E0,9.845794362E0
4.348271875E0,-1.627116394E-1,7.125183105E-2,9.839788055E0,9.841391206E0
4.358220875E0,-1.649569702E-1,7.379653931E-2,9.828561401E0,9.830222579E0
4.368169875E0,-1.552272034E-1,7.813751221E-2,9.843979340E0,9.845513201E0
4.378119875E0,-1.538800049E-1,7.289840698E-2,9.842183075E0,9.843655871E0
4.388068875E0,-1.553768921E-1,7.499404907E-2,9.837842102E0,9.839354822E0
4.398017875E0,-1.525328064E-1,8.128097534E-2,9.847721558E0,9.849238180E0
4.407966875E0,-1.613644409E-1,6.975494385E-2,9.845027161E0,9.846596571E0
4.417916875E0,-1.588197327E-1,7.948471069E-2,9.845176849E0,9.846778596E0
4.427865875E0,-1.561253357E-1,7.634124756E-2,9.830806732E0,9.832342758E0
4.437814875E0,-1.552272034E-1,8.217910767E-2,9.840686188E0,9.842253479E0
4.447763875E0,-1.469943237E-1,8.397537231E-2,9.834249573E0,9.835706576E0
4.457713875E0,-1.522334290E-1,6.945556641E-2,9.831106110E0,9.832530012E0
4.467662875E0,-1.636097717E-1,7.005432129E-2,9.852511597E0,9.854118963E0
4.477611875E0,-1.526824951E-1,6.915618896E-2,9.851164398E0,9.852590244E0
4.487560875E0,-1.513352966E-1,7.289840698E-2,9.847571869E0,9.849004430E0
4.497510875E0,-1.597178650E-1,7.439529419E-2,9.845326538E0,9.846903021E0
4.507459875E0,-1.612147522E-1,7.993377686E-2,9.849667511E0,9.851311064E0
4.517408875E0,-1.609153748E-1,7.050338745E-2,9.841584320E0,9.843152260E0
4.527357875E0,-1.579216003E-1,7.873626709E-2,9.836345215E0,9.837927923E0
4.537306875E0,-1.686991882E-1,6.840774536E-2,9.841883698E0,9.843567125E0
4.547256875E0,-1.517843628E-1,7.858657837E-2,9.842332764E0,9.843816769E0
4.557205875E0,-1.606159973E-1,7.334747314E-2,9.847272491E0,9.848855409E0
4.567154875E0,-1.544787598E-1,7.454498291E-2,9.838440857E0,9.839935932E0
4.577103875E0,-1.603166199E-1,6.990463257E-2,9.832602997E0,9.834158315E0
4.587053875E0,-1.558259583E-1,8.098159790E-2,9.834548950E0,9.836116754E0
4.597002875E0,-1.496887207E-1,7.933502197E-2,9.846074982E0,9.847532346E0
4.606951875E0,-1.526824951E-1,8.292755127E-2,9.839638367E0,9.841172294E0
4.616900875E0,-1.570234680E-1,7.828720093E-2,9.845625916E0,9.847189189E0
4.626850875E0,-1.513352966E-1,7.020401001E-2,9.839788055E0,9.841202160E0
4.636799875E0,-1.535806274E-1,6.900650024E-2,9.843679962E0,9.845119812E0
4.646748875E0,-1.522334290E-1,7.379653931E-2,9.825417938E0,9.826874305E0
4.656697875E0,-1.555265808E-1,6.960525513E-2,9.833052063E0,9.834528269E0
4.666647875E0,-1.549278259E-1,7.155120850E-2,9.847571869E0,9.849050407E0
4.676596875E0,-1.541793823E-1,6.795867920E-2,9.841883698E0,9.843325880E0
4.686545875E0,-1.502874756E-1,7.649093628E-2,9.852062531E0,9.853505635E0
4.696494875E0,-1.592687988E-1,7.409591675E-2,9.842033386E0,9.843600862E0
4.706444875E0,-1.600172424E-1,7.454498291E-2,9.843380585E0,9.844963373E0
4.716393875E0,-1.519340515E-1,6.990463257E-2,9.846823425E0,9.848243609E0
4.726342875E0,-1.686991882E-1,7.185058594E-2,9.847721558E0,9.849428501E0
4.736291875E0,-1.538800049E-1,7.304809570E-2,9.838889923E0,9.840364322E0
4.746241875E0,-1.543290710E-1,6.945556641E-2,9.841284943E0,9.842740008E0
4.756190875E0,-1.487905884E-1,6.301895142E-2,9.842183075E0,9.843509420E0
4.766139875E0,-1.568737793E-1,7.888595581E-2,9.839638367E0,9.841204985E0
4.776088875E0,-1.651066589E-1,7.394622803E-2,9.841734009E0,9.843396596E0
4.786037875E0,-1.577719116E-1,6.376739502E-2,9.843829651E0,9.845300425E0
4.795987875E0,-1.520837402E-1,7.634124756E-2,9.836794281E0,9.838266066E0
4.805936875E0,-1.549278259E-1,7.499404907E-2,9.839788055E0,9.841293396E0
4.815885875E0,-1.493893433E-1,7.185058594E-2,9.841883698E0,9.843279657E0
4.825834875E0,-1.528321838E-1,7.544311523E-2,9.838889923E0,9.840366063E0
4.835784875E0,-1.520837402E-1,6.930587769E-2,9.846973114E0,9.848391355E0
4.845733875E0,-1.616638184E-1,7.274871826E-2,9.835297394E0,9.836894957E0
4.855682875E0,-1.501377869E-1,7.649093628E-2,9.835447083E0,9.836890338E0
4.865631875E0,-1.579216003E-1,7.948471069E-2,9.845176849E0,9.846764151E0
4.875581875E0,-1.574725342E-1,7.125183105E-2,9.849368134E0,9.850884582E0
4.885530875E0,-1.580712891E-1,7.170089722E-2,9.837692413E0,9.839223525E0
4.895479875E0,-1.646575928E-1,8.307723999E-2,9.844578094E0,9.846305490E0
4.905428875E0,-1.526824951E-1,7.364685059E-2,9.854457550E0,9.855915453E0
4.915378875E0,-1.468446350E-1,7.409591675E-2,9.844428406E0,9.845802364E0
4.925327875E0,-1.507365417E-1,7.229965210E-2,9.839937744E0,9.841357810E0
4.935276875E0,-1.570234680E-1,7.424560547E-2,9.845775604E0,9.847307552E0
4.945225875E0,-1.576222229E-1,7.753875732E-2,9.833201752E0,9.834770649E0
4.955174875E0,-1.592687988E-1,6.676116943E-2,9.833052063E0,9.834568444E0
4.965124875E0,-1.553768921E-1,7.065307617E-2,9.836644592E0,9.838125364E0
4.975073875E0,-1.534309387E-1,7.888595581E-2,9.839039612E0,9.840552044E0
4.985022875E0,-1.570234680E-1,6.975494385E-2,9.841434631E0,9.842934406E0
4.994971875E0,-1.525328064E-1,7.304809570E-2,9.839039612E0,9.840493014E0
5.004921875E0,-1.567240906E-1,7.694000244E-2,9.845925293E0,9.847473132E0
5.014870875E0,-1.583706665E-1,7.364685059E-2,9.840386810E0,9.841936685E0
5.024819875E0,-1.619631958E-1,6.840774536E-2,9.841584320E0,9.843154658E0
5.034768875E0,-1.522334290E-1,7.514373779E-2,9.845925293E0,9.847388815E0
5.044718875E0,-1.532812500E-1,7.649093628E-2,9.834399261E0,9.835891156E0
5.054667875E0,-1.550775146E-1,6.316864014E-2,9.839638367E0,9.841063078E0
5.064616875E0,-1.589694214E-1,7.948471069E-2,9.837093658E0,9.838699139E0
5.074565875E0,-1.603166199E-1,8.068222046E-2,9.836195526E0,9.837832763E0
5.084515875E0,-1.549278259E-1,7.394622803E-2,9.835297394E0,9.836795489E0
5.094464875E0,-1.594184875E-1,7.140151978E-2,9.838740234E0,9.840290739E0
5.104413875E0,-1.477427673E-1,7.454498291E-2,9.842781830E0,9.844172846E0
5.114362875E0,-1.519340515E-1,6.646179199E-2,9.839788055E0,9.841185401E0
5.124312875E0,-1.594184875E-1,7.664062500E-2,9.841734009E0,9.843323440E0
5.134261875E0,-1.697470093E-1,7.214996338E-2,9.840386810E0,9.842115232E0
5.144210875E0,-1.574725342E-1,7.364685059E-2,9.836045837E0,9.837581978E0
5.154159875E0,-1.529818726E-1,7.858657837E-2,9.848619690E0,9.850121273E0
5.164108875E0,-1.624122620E-1,7.409591675E-2,9.838440857E0,9.840060287E0
5.174058875E0,-1.541793823E-1,7.274871826E-2,9.850415955E0,9.851891094E0
5.184007875E0,-1.522334290E-1,7.409591675E-2,9.839488678E0,9.840945212E0
5.193956875E0,-1.547781372E-1,6.616241455E-2,9.836345215E0,9.837785367E0
5.203905875E0,-1.594184875E-1,7.649093628E-2,9.840835876E0,9.842424288E0
5.213855875E0,-1.582209778E-1,7.394622803E-2,9.842033386E0,9.843582838E0
5.223804875E0,-1.504371643E-1,7.694000244E-2,9.848020935E0,9.849470414E0
5.233753875E0,-1.546284485E-1,7.140151978E-2,9.842183075E0,9.843656628E0
5.243702750E0,-1.556762695E-1,7.634124756E-2,9.843530273E0,9.845057203E0
5.253652750E0,-1.558259583E-1,6.900650024E-2,9.842931519E0,9.844406762E0
5.263601750E0,-1.525328064E-1,8.053253174E-2,9.845925293E0,9.847436043E0
5.273550750E0,-1.481918335E-1,7.319778442E-2,9.839039612E0,9.840427796E0
5.283499750E0,-1.639091492E-1,6.990463257E-2,9.837692413E0,9.839306118E0
5.293449750E0,-1.496887207E-1,8.113128662E-2,9.843380585E0,9.844852987E0
5.303398750E0,-1.564247131E-1,7.469467163E-2,9.842482452E0,9.844008777E0
5.313347750E0,-1.681004333E-1,8.247848511E-2,9.843979340E0,9.845759986E0
5.323296750E0,-1.637594604E-1,7.439529419E-2,9.843380585E0,9.845023776E0
5.333246750E0,-1.546284485E-1,7.050338745E-2,9.838440857E0,9.839908494E0
5.343195750E0,-1.483415222E-1,7.274871826E-2,9.842781830E0,9.844168412E0
5.353144750E0,-1.478924561E-1,7.918533325E-2,9.846973114E0,9.848402003E0
5.363093750E0,-1.579216003E-1,7.694000244E-2,9.843081207E0,9.844648630E0
5.373043750E0,-1.603166199E-1,7.200027466E-2,9.842332764E0,9.843901650E0
5.382992750E0,-1.567240906E-1,7.768844604E-2,9.848320312E0,9.849873650E0
5.392941750E0,-1.553768921E-1,6.840774536E-2,9.843679962E0,9.845143818E0
5.402890750E0,-1.556762695E-1,6.900650024E-2,9.837991791E0,9.839465406E0
5.412839750E0,-1.610650635E-1,6.870712280E-2,9.836045837E0,9.837604400E0
5.422789750E0,-1.564247131E-1,7.604187012E-2,9.836794281E0,9.838331809E0
5.432738750E0,-1.544787598E-1,7.409591675E-2,9.827513580E0,9.829006922E0
5.442687750E0,-1.496887207E-1,7.738906860E-2,9.834848328E0,9.836291853E0
5.452636750E0,-1.475930786E-1,7.619155884E-2,9.843530273E0,9.844931544E0
5.462586750E0,-1.544787598E-1,8.143066406E-2,9.846074982E0,9.847623428E0
5.472535750E0,-1.592687988E-1,7.574249268E-2,9.837692413E0,9.839273118E0
5.482484750E0,-1.610650635E-1,7.304809570E-2,9.837393036E0,9.838982657E0
5.492433750E0,-1.564247131E-1,6.646179199E-2,9.838440857E0,9.839908758E0
5.502383750E0,-1.508862305E-1,7.424560547E-2,9.840386810E0,9.841823593E0
5.512332750E0,-1.577719116E-1,7.110214233E-2,9.845027161E0,9.846547988E0
5.522281750E0,-1.546284485E-1,6.810836792E-2,9.846224670E0,9.847674292E0
5.532230750E0,-1.579216003E-1,7.110214233E-2,9.836045837E0,9.837570455E0
5.542180750E0,-1.514849854E-1,7.993377686E-2,9.845625916E0,9.847115658E0
5.552129750E0,-1.640588379E-1,7.244934082E-2,9.835147705E0,9.836782736E0
5.562078750E0,-1.511856079E-1,7.394622803E-2,9.848919067E0,9.850356944E0
5.572027750E0,-1.579216003E-1,7.155120850E-2,9.834249573E0,9.835777726E0
5.581976750E0,-1.501377869E-1,7.394622803E-2,9.846823425E0,9.848245578E0
5.591926750E0,-1.553768921E-1,7.469467163E-2,9.843081207E0,9.844590846E0
5.601875750E0,-1.571731567E-1,7.574249268E-2,9.833950195E0,9.835497790E0
5.611824750E0,-1.526824951E-1,7.170089722E-2,9.841734009E0,9.843179429E0
5.621773750E0,-1.520837402E-1,7.484436035E-2,9.846823425E0,9.848282221E0
5.631723750E0,-1.550775146E-1,8.232879639E-2,9.837842102E0,9.839408737E0
5.641672750E0,-1.558259583E-1,7.544311523E-2,9.844129028E0,9.845651310E0
5.651621750E0,-1.534309387E-1,7.589218140E-2,9.840386810E0,9.841875495E0
5.661570750E0,-1.502874756E-1,7.394622803E-2,9.829459534E0,9.830886486E0
5.671520750E0,-1.544787598E-1,7.828720093E-2,9.840087433E0,9.841611314E0
5.681469750E0,-1.477427673E-1,7.200027466E-2,9.846973114E0,9.848344606E0
5.691418750E0,-1.600172424E-1,7.334747314E-2,9.836644592E0,9.838219463E0
5.701367750E0,-1.502874756E-1,6.691085815E-2,9.832752686E0,9.834128775E0
5.711317750E0,-1.546284485E-1,7.304809570E-2,9.843380585E0,9.844866039E0
5.721266750E0,-1.517843628E-1,7.978408813E-2,9.842781830E0,9.844275400E0
5.731215750E0,-1.463955688E-1,7.649093628E-2,9.830657043E0,9.832044570E0
5.741164750E0,-1.607656860E-1,6.960525513E-2,9.840237122E0,9.841796437E0
5.751113750E0,-1.583706665E-1,7.873626709E-2,9.845027161E0,9.846615686E0
5.761063750E0,-1.585203552E-1,7.604187012E-2,9.838590546E0,9.840161330E0
5.771012750E0,-1.550775146E-1,7.439529419E-2,9.839638367E0,9.841141544E0
5.780961750E0,-1.438508606E-1,7.409591675E-2,9.841734009E0,9.843064135E0
5.790910750E0,-1.552272034E-1,7.020401001E-2,9.845326538E0,9.846800431E0
5.800860750E0,-1.568737793E-1,7.289840698E-2,9.842482452E0,9.844002458E0
5.810809750E0,-1.532812500E-1,7.394622803E-2,9.837991791E0,9.839463688E0
5.820758750E0,-1.618135071E-1,7.214996338E-2,9.845476227E0,9.847070192E0
5.830707750E0,-1.526824951E-1,7.259902954E-2,9.841284943E0,9.842737012E0
5.840657750E0,-1.534309387E-1,7.259902954E-2,9.836644592E0,9.838108990E0
5.850606750E0,-1.481918335E-1,7.409591675E-2,9.851314087E0,9.852707256E0
5.860555750E0,-1.535806274E-1,6.661148071E-2,9.830956421E0,9.832381616E0
5.870504750E0,-1.628613281E-1,7.080276489E-2,9.848919067E0,9.850519968E0
5.880453750E0,-1.628613281E-1,6.765930176E-2,9.836794281E0,9.838375035E0
5.890403750E0,-1.522334290E-1,7.813751221E-2,9.840087433E0,9.841575137E0
5.900352750E0,-1.483415222E-1,7.020401001E-2,9.844129028E0,9.845496947E0
5.910301750E0,-1.618135071E-1,7.694000244E-2,9.841584320E0,9.843215191E0
5.920250750E0,-1.537303162E-1,7.469467163E-2,9.845476227E0,9.846959654E0
5.930200750E0,-1.564247131E-1,6.780899048E-2,9.845326538E0,9.846802597E0
5.940149750E0,-1.574725342E-1,8.322692871E-2,9.839488678E0,9.841100638E0
5.950098750E0,-1.547781372E-1,7.649093628E-2,9.847871246E0,9.849384510E0
5.960047750E0,-1.531315613E-1,6.990463257E-2,9.846224670E0,9.847663489E0
5.969997750E0,-1.540296936E-1,7.948471069E-2,9.838440857E0,9.839967554E0
5.979946750E0,-1.522334290E-1,8.217910767E-2,9.827214203E0,9.828736817E0
5.989895750E0,-1.489402771E-1,8.487350464E-2,9.843230896E0,9.844723520E0
5.999844750E0,-1.511856079E-1,7.529342651E-2,9.843081207E0,9.844530148E0
6.009794750E0,-1.544787598E-1,7.933502197E-2,9.835297394E0,9.836830412E0
6.019743750E0,-1.435514832E-1,7.529342651E-2,9.841734009E0,9.843068852E0
6.029692750E0,-1.553768921E-1,7.304809570E-2,9.838590546E0,9.840088512E0
6.039641750E0,-1.571731567E-1,6.915618896E-2,9.835297394E0,9.836796267E0
6.049590750E0,-1.622625732E-1,8.083190918E-2,9.839338989E0,9.841008825E0
6.059540750E0,-1.606159973E-1,7.409591675E-2,9.843081207E0,9.844670404E0
6.069489750E0,-1.504371643E-1,7.589218140E-2,9.833501129E0,9.834944607E0
6.079438750E0,-1.544787598E-1,7.544311523E-2,9.840087433E0,9.841589101E0
6.089387750E0,-1.574725342E-1,7.424560547E-2,9.839788055E0,9.841328111E0
6.099337750E0,-1.571731567E-1,7.050338745E-2,9.836494904E0,9.838003157E0
6.109286750E0,-1.547781372E-1,7.963439941E-2,9.846973114E0,9.848511432E0
6.119235750E0,-1.628613281E-1,7.454498291E-2,9.843230896E0,9.844860346E0
6.129184750E0,-1.526824951E-1,6.810836792E-2,9.849068756E0,9.850487605E0
6.139134750E0,-1.625619507E-1,7.274871826E-2,9.835896149E0,9.837508415E0
6.149083750E0,-1.555265808E-1,7.125183105E-2,9.835596771E0,9.837084384E0
6.159032750E0,-1.589694214E-1,7.499404907E-2,9.837093658E0,9.838663884E0
6.168981750E0,-1.532812500E-1,6.975494385E-2,9.831106110E0,9.832548410E0
6.178931750E0,-1.609153748E-1,7.948471069E-2,9.837542725E0,9.839179764E0
6.188880750E0,-1.678010559E-1,7.364685059E-2,9.841584320E0,9.843290252E0
6.198829750E0,-1.580712891E-1,7.409591675E-2,9.837991791E0,9.839540600E0
6.208778750E0,-1.564247131E-1,7.649093628E-2,9.836494904E0,9.838035960E0
6.218727750E0,-1.556762695E-1,7.319778442E-2,9.841135254E0,9.842638676E0
6.228677750E0,-1.583706665E-1,7.424560547E-2,9.845625916E0,9.847179461E0
6.238626750E0,-1.547781372E-1,6.676116943E-2,9.841883698E0,9.843327082E0
6.248576333E0,-1.528321838E-1,7.664062500E-2,9.841584320E0,9.843069307E0
6.258525333E0,-1.484912109E-1,7.783813477E-2,9.839039612E0,9.840467921E0
6.268475333E0,-1.558259583E-1,7.634124756E-2,9.839189301E0,9.840719273E0
6.278424333E0,-1.598675537E-1,7.873626709E-2,9.837692413E0,9.839306330E0
6.288373333E0,-1.555265808E-1,7.200027466E-2,9.844578094E0,9.846069795E0
6.298322333E0,-1.513352966E-1,6.840774536E-2,9.847422180E0,9.848822548E0
6.308272333E0,-1.537303162E-1,7.888595581E-2,9.842931519E0,9.844448023E0
6.318221333E0,-1.537303162E-1,7.903564453E-2,9.845176849E0,9.846694209E0
6.328170333E0,-1.540296936E-1,7.050338745E-2,9.831854553E0,9.833313777E0
6.338119333E0,-1.544787598E-1,7.454498291E-2,9.843380585E0,9.844874909E0
6.348068333E0,-1.595681763E-1,7.304809570E-2,9.840686188E0,9.842250895E0
6.358018333E0,-1.532812500E-1,7.289840698E-2,9.838291168E0,9.839755202E0
6.367967333E0,-1.547781372E-1,7.589218140E-2,9.843230896E0,9.844740239E0
